transaction_date_time,cust_id,credit_card_number,transaction_amount,transaction_type,day_type
1646713850,2984,4398840248664,363,b,w
1646823842,9770,4090506440797578,5975,b,s
1646824059,5328,4227061134693,6997,b,w
1647016799,7674,38918783143778,3354,c,w
1647819044,9692,3589126769164845,3600,a,s
1648043104,8621,4435690854397,5649,b,s
1648611585,2311,3583154197842846,5434,b,w
1649388342,855,6539732898955658,6578,d,s
1649522141,3239,3520209075146466,4233,c,s
1651477229,2943,3551823917718126,5392,d,w
1651845806,6774,3513213438203229,3997,a,s
1653597253,4341,3552039321886602,1897,c,s
1653827959,1793,3540485548919087,6626,b,w
1653961845,2253,6587483346926534,1589,d,w
1654095220,2843,4898055705300813,561,a,s
1658840727,2962,578641507459,1925,a,w
1659386968,4546,4690087629739503,5925,b,w
1659961410,9909,4852677891066249,1192,d,s
1660332534,666,4910892045907152,1994,c,s
1661231007,9177,4800761580179639,3169,c,w
1661580095,7117,30450755137362,8997,a,w
